date,year,month,lop,persentase,tahun_kategori,total_teus,sumber_sheet
2025-03-02,2025,3,PPNP,0.0,2023,0.0,B.OPR DOM
2025-03-03,2025,3,MAA,0.0,2023,0.0,B.OPR DOM
2025-03-04,2025,3,TAS,0.0,2023,0.0,B.OPR DOM
2025-03-05,2025,3,CTP,0.0,2023,0.0,B.OPR DOM
2025-04-01,2025,4,TIL,0.0,2023,0.0,B.OPR DOM
2025-04-02,2025,4,SPI,0.0,2023,0.0,B.OPR DOM
2025-04-03,2025,4,ICN,0.0,2023,0.0,B.OPR DOM
2025-04-04,2025,4,MPN,0.0,2023,0.0,B.OPR DOM
2025-04-05,2025,4,PNJ,0.0,2023,0.0,B.OPR DOM
2025-04-06,2025,4,MAA,0.0,2023,0.0,B.OPR DOM
2025-04-07,2025,4,TAS,0.0,2023,0.0,B.OPR DOM
2025-04-08,2025,4,CTP,0.0,2023,0.0,B.OPR DOM
2025-05-01,2025,5,TANTO,0.0,2023,0.0,B.OPR DOM
2025-05-02,2025,5,SPIL,0.0,2023,0.0,B.OPR DOM
2025-05-03,2025,5,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-05-04,2025,5,ICON LINE,0.0,2023,0.0,B.OPR DOM
2025-05-05,2025,5,PPNP,0.0,2023,0.0,B.OPR DOM
2025-05-06,2025,5,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-06-07,2025,6,TANTO,0.0,2023,0.0,B.OPR DOM
2025-06-08,2025,6,SPIL,0.0,2023,0.0,B.OPR DOM
2025-06-09,2025,6,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-06-10,2025,6,ICON LINE,0.0,2023,0.0,B.OPR DOM
2025-06-11,2025,6,PPNP,0.0,2023,0.0,B.OPR DOM
2025-06-12,2025,6,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-07-01,2025,7,ICON,0.0,2023,0.0,B.OPR DOM
2025-07-02,2025,7,TANTO,0.0,2023,0.0,B.OPR DOM
2025-07-03,2025,7,SPIL,0.0,2023,0.0,B.OPR DOM
2025-07-04,2025,7,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-07-05,2025,7,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-07-06,2025,7,PPNP,0.0,2023,0.0,B.OPR DOM
2025-08-01,2025,8,ICON,0.0,2023,0.0,B.OPR DOM
2025-08-01,2025,8,TANTO,0.0,2023,0.0,B.OPR DOM
2025-08-01,2025,8,SPIL,0.0,2023,0.0,B.OPR DOM
2025-08-01,2025,8,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-08-01,2025,8,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-08-01,2025,8,PPNP,0.0,2023,0.0,B.OPR DOM
2025-09-01,2025,9,TANTO,0.0,2023,0.0,B.OPR DOM
2025-09-01,2025,9,SPI,0.0,2023,0.0,B.OPR DOM
2025-09-01,2025,9,ICON,0.0,2023,0.0,B.OPR DOM
2025-09-01,2025,9,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-09-01,2025,9,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-09-01,2025,9,PPNP,0.0,2023,0.0,B.OPR DOM
2025-10-01,2025,10,TANTO,0.0,2023,0.0,B.OPR DOM
2025-10-01,2025,10,SPI,0.0,2023,0.0,B.OPR DOM
2025-10-01,2025,10,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-10-01,2025,10,ICON,0.0,2023,0.0,B.OPR DOM
2025-10-01,2025,10,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-10-01,2025,10,PPNP,0.0,2023,0.0,B.OPR DOM
2025-11-01,2025,11,TANTO,0.0,2023,0.0,B.OPR DOM
2025-11-01,2025,11,SPI,0.0,2023,0.0,B.OPR DOM
2025-11-01,2025,11,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-11-01,2025,11,TEMAS,0.0,2023,0.0,B.OPR DOM
2025-11-01,2025,11,ICON,0.0,2023,0.0,B.OPR DOM
2025-11-01,2025,11,PPNP,0.0,2023,0.0,B.OPR DOM
2025-12-01,2025,12,TANTO,0.0,2023,0.0,B.OPR DOM
2025-12-01,2025,12,MERATUS,0.0,2023,0.0,B.OPR DOM
2025-12-01,2025,12,SPI,0.0,2023,0.0,B.OPR DOM
2025-12-01,2025,12,ICON,0.0,2023,0.0,B.OPR DOM
2025-12-01,2025,12,PPNP,0.0,2023,0.0,B.OPR DOM
2025-12-01,2025,12,TEMAS,0.0,2023,0.0,B.OPR DOM
2026-01-16,2026,1,TANTO,-0.3341,2023,0.0,B.OPR DOM
2026-01-17,2026,1,SPI,3.0673,2023,0.0,B.OPR DOM
2026-01-18,2026,1,MERATUS,4.562,2023,0.0,B.OPR DOM
2026-01-19,2026,1,TEMAS,0.0,2023,0.0,B.OPR DOM
2026-01-21,2026,1,PPNP,0.0,2023,0.0,B.OPR DOM
2026-01-22,2026,1,ICON,0.0,2023,0.0,B.OPR DOM
2024-01-01,2024,1,TANTO,0.0817,2024,4338.0,B.OPR DOM
2024-01-01,2024,1,SPIL,-0.7752,2024,5558.0,B.OPR DOM
2024-01-01,2024,1,MERATUS,0.0,2024,191.0,B.OPR DOM
2024-01-01,2024,1,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-01-01,2024,1,ICON,-1.0,2024,0.0,B.OPR DOM
2024-02-01,2024,2,TANTO,0.573,2024,4051.0,B.OPR DOM
2024-02-01,2024,2,SPIL,-0.8255,2024,3601.0,B.OPR DOM
2024-02-01,2024,2,MERATUS,0.0,2024,0.0,B.OPR DOM
2024-02-01,2024,2,TEMAS,-1.0,2024,0.0,B.OPR DOM
2024-02-01,2024,2,ICON,0.0,2024,0.0,B.OPR DOM
2024-03-01,2024,3,TANTO,1.3435,2024,5594.0,B.OPR DOM
2024-03-01,2024,3,SPIL,-0.7097,2024,2383.0,B.OPR DOM
2024-03-01,2024,3,MERATUS,0.0,2024,0.0,B.OPR DOM
2024-03-01,2024,3,ICON,-1.0,2024,399.0,B.OPR DOM
2024-03-01,2024,3,TEMAS,0.0,2024,0.0,B.OPR DOM
2024-04-01,2024,4,TANTO,0.0539,2024,2879.0,B.OPR DOM
2024-04-01,2024,4,SPIL,-0.7922,2024,636.0,B.OPR DOM
2024-04-01,2024,4,MERATUS,10.3492,2024,294.0,B.OPR DOM
2024-04-01,2024,4,ICON,-1.0,2024,198.0,B.OPR DOM
2024-04-01,2024,4,TEMAS,0.0,2024,0.0,B.OPR DOM
